name	birth_date	birth_place	death_date	death_place	num_books	adepts	readers
Властимил Милота	1923-12-23	Липаны над Торисоу, Словакия	1993-11-25	Густопече, Чехия	1	0	1
Никколо Макиавелли	1469-05-03	Флоренция	1527-06-21	Флоренция	172	57	3975
Джерри Остер	1943-01-22	Карлсбад, штат Нью-Мексико, США			3	0	1
Тамара Корвин	1943-07-24	Новосибирск, РСФСР	2012-05-14	Санкт-Петербург, Россия	1	0	0
Раймон де Соссюр	1894-08-02	Женева	1971-10-29	Женева	2	0	0
Юрий Некрасов	1978-10-02	Свердловск			2	1	13
Мануэл да Фонсека	1911-10-15	Сантиагу-ду-Касен	1993-03-11	Лиссабон	2	0	0
Леонид Киселёв	1946-09-21	Киев	1968-10-19	Киев	3	0	3
Уильям Каллен Брайант	1794-11-03	Куммингтон	1878-06-12	Нью-Йорк	2	0	0
Миклош Вамош	1950-01-29	Будапешт, Венгрия			0	0	1
Нина Дмитриева	1917-04-24	Богоявленское	2003-02-21	Москва	43	4	130
Паоло Бачигалупи	1972-08-06	США			22	10	1126
Роберт Бьювэл	1948-03-05	г. Александрия (Египет)			12	0	50
Тодд Клейн	1951-01-28	Нью Джерси, США			3	0	18
Ольга Воскресенская	1983-01-19	Симферополь			8	10	326
Ян Серрэйлер	1912-09-24	Лондон, Великобритания	1994-11-28		2	0	2
Томас Хетхе	1964-11-30	Трайз, Германия			5	0	7
Сергей Клычков	1889-07-01	деревня Дубровки, Тверская губерния, Российская империя	1937-10-08	г.Москва, СССР	20	0	27
Яков Элиашберг	1946-12-11	Ленинград, СССР (сейчас Санкт-Петербург)			0	0	0
Якоб Леви Морено	1889-05-18	Бухарест, Королевство Румыния	1974-05-14	Нью-Йорк, США	4	1	11
Евгений Пастернак	1922-09-23	Москва	2012-07-31	Москва	7	0	8
Александр Пыжиков	1965-11-27	Раменское, Московская область, СССР			11	2	23
Мейтленд Иди	1910-02-13	Нью-Йорк, США	1992-05-09	Тисбури, Массачусетс, США	4	0	15
Ли ЛеФевер	1973-07-17	Уинстон-Сейлем, Северная Каролина, США			5	0	102
Жан-Мартен Шарко	1825-11-29	Париж, Франция	1893-08-16	Монсош-ле-Сеттон, Франция	1	0	0
Хэролд Блум	1930-07-11	Нью-Йорк			25	1	28
Самсон Бройтман	1937-10-27	Одесса	2005-12-16	Москва	18	0	11
Иштван Чукаш	1936-04-02	Кишуйсаллаш, Венгрия			3	0	8
Сергей Бубновский	1955-05-31	Сургут, Ханты-Мансийский АО, СССР			83	0	159
Евгений Гущин	1936-10-19	г. Керки, Туркменской ССР	2005-06-05	г. Барнаул	7	0	7
Илья Эренбург	1891-01-14	Киев	1967-08-31	Москва	174	8	659
Пьер Пело	1945-11-13	Сен-Морис-сюр-Мозель, Воск, Франция			1	0	49
Светлана Кочкуркина	1940-04-16	г. Денау Сурхандарьинской области Узбекской ССР			2	0	2
Михаил Таратухин	1912-12-04	станица Новомарьевская, Российская империя	2006-02-23	г. Лондоне, Англия	2	0	8
Филип Хай	1914-04-28		2006-08-09		2	0	28
Василис Василикос	1934-11-18	Thasos			3	1	4
Александр Ратнер	1948-01-29	Москва	1991-12-10	Москва	2	0	0
Алла Рут	1975-06-20	Хабаровск, Россия			1	0	16
Cotton Mather	1663-02-12	Boston, Massachusetts, The United States	1728-02-13	Boston, Massachusetts, The United States	0	0	0
Георгий Халилецкий	1920-03-08	Курск	1977-01-01	Владивосток	9	0	2
Ежи Ставинский	1921-07-01	Закрет, близ Отвоцка, Польша	2010-06-12	Варшава	6	1	38
Обри Бердслей	1872-08-21	Брайтон, Великобритания	1898-03-16	Ментона, Франция	10	2	121
Мишель Цинк	1969-11-30				10	3	166
Нина Луговская	1918-12-25	Москва	1993-12-27	Владимир	4	1	112
Джон Джеймс Одюбон	1785-04-26	Ле-Ке	1851-01-27	Нью-Йорк	2	0	0
Анатолий Матвиенко	1961-06-06	Минск, Беларусь			16	0	44
Ірина Ігнатенко Ігнатенко	1980-05-26	Київ			11	3	100
Александр Городницкий	1933-03-20	Ленинград			46	3	53
Авраам Линкольн	1809-02-12		1865-04-15		4	0	1
Виктор Кушманов	1939-03-20	п. Ниашор Сысольского района Коми АССР	2004-02-17		2	0	0
Николаус «Ники» Лауда	1949-02-22	Вена			2	0	18
Морис Поцхишвили	1930-06-11	Грузия, Тбилиси	1997-01-01		3	0	0
Маргарет Малькольм	1915-05-17	Колумбус, Огайо, США	2013-01-19	Север Бранфорд, Коннектикут, США	5	0	1
Луи Массиньон	1883-07-25	Ножан-сюр-Марн, Валь-де-Марн, Франция	1962-11-04	Пордик, Бретань, Франция	0	0	0
Николай Басов	1954-10-15	Кадиевка, Луганская область, Украина			66	6	199
Август Штрамм	1874-07-29	Мюнстер, Германская империя	1915-09-01	Хородек близ Кобрина, Россия	2	0	1
Рафаэль Чирбес	1949-06-27	Табернес-де-Вальдигна, Валенсия, Испания	2015-08-15		5	0	2
Арне Свинген	1967-07-10	г.Осло, Норвегия			1	1	118
Юрий Лифшиц	1957-10-03	Новотроицк, Оренбургская область			6	0	1
Флора Энни Стил	1847-04-02	Садбери, Мидлсекс, Англия	1929-04-12	Минчингэмптон, Глостершир, Англия	3	0	0
Анжелика Балабанова	1878-05-07	Чернигов	1965-11-25	Рим	1	0	7
Игорь Каберов	1917-04-25	Деревня Никулинское, Вологодская губерния	1995-10-02	Вологда	3	0	3
Иосиф Дубашинский	1919-05-18	село Новоукраинка, Херсонская губерния	2007-04-09	Даугавпилс, Латвия	6	0	4
Алан Хантер	1922-06-25	Ховетон, Норфолк, Великобритания	2005-02-26		6	0	4
Альберто Манци	1924-11-03	Рим (Roma)	1997-12-04	Питильяно (Pitigliano)	1	0	1
Джордж Гиссинг	1857-11-22		1903-12-28		11	0	3
Дэвид Коу	1963-03-12	Недалеко от Нью-Йорка			10	1	21
Робертсон Дэвис	1913-08-28	Темсвилл, Канада	1995-12-02	Оранжвиль, Канада	52	84	2716
Сьюзен Элоиза Хинтон	1950-07-22	Талса, Оклахома, США			12	2	1257
Гурген Аджемян	1903-08-01	г. Ван, Турция	1969-06-17	Паланга, Литовская ССР, СССР	1	0	0
протоиерей Александр Соколов	1926-06-19	дер. Самарино, Нижегородская область, СССР			204	0	90
Мкртич Нерсисян	1910-11-25	Парпи, Эриванская губерния, Российская империя	1999-01-28	Ереван, Армения	2	0	0
Іван Огієнко	1882-01-14	Брусилів, Київська губернія, Російська імперія	1972-03-29	Вінніпеґ	10	1	6
Степан Щипачев	1899-01-07	д. Щипачи, Камышловский уезд, Пермская губерния, Российская империя ныне Свердловская область	1980-01-01	Москва	73	0	23
Пьер-Луи Буало	1906-04-28	Париж, Франция	1989-01-16	Больё-сюр-Мер, Франция	117	1	88
Joseph Nevins	1890-05-20	Camp Point, Illinois, USA	1971-03-05	Menlo Park, California, USA	1	0	0
Никита Стэнеску	1933-03-31	Плоешти	1983-12-13	Бухарест	3	0	0
Андрей Сахаров	1921-05-21	Москва, РСФСР	1989-12-14	Москва, Россия	12	0	42
Маркиз де Сад	1740-06-02	Париж, Королевство Франция	1814-12-02	Шарантон, Париж, Королевство Франция	154	78	3747
Эдвин Янсон	1926-10-12				2	0	16
Марина Раскова	1912-03-15	Москва, Российская империя	1943-01-04	Саратовская область, СССР	3	0	7
Святитель Афанасий (Сахаров)	1887-07-02	село Царевка, Кирсановский уезд, Тамбовская губерния	1962-10-28	Петушки, Владимирская область	2	0	3
Джузеппе Унгаретти	1888-02-08	Александрия, Египет	1970-06-01	г. Милан, Италия	2	2	3
Рольф Тоштендаль	1936-01-09	Йёнчёпинг, Швеция			1	0	2
Юбер Монтеле	1928-07-10	г. Париж, Франция			4	0	60
Шабданбай Абдыраманов	1930-12-24	с. Кыз-Кёль, Сузакский район, Джалал-Абадская область	1998-01-01	Бишкек, Киргизия	3	0	0
Михаил Герасимов	1894-02-27	Москва, Российская империя	1962-06-03	Москва, СССР	0	0	0
Левон Акопян	1953-09-09	Ереван, Армянская ССР, СССР			3	0	4
Абрам Ранович	1885-12-15	Житомир, Российская империя	1948-05-29	Москва, СССР	12	0	15
Цокто Номтоев	1910-04-24	улус Куорка, Забайкальская область, Российская империя	2003-01-01	Улан-Удэ, Бурятия, Россия	1	0	0
Рикардо Гуиральдес	1886-02-13	Буэнос-Айрес, Аргентина	1927-10-08	Париж, Франция	1	0	1
Сергей Дмитриев	1959-06-10	Великий Новгород, СССР.			12	0	4
Александр Вдовин	1941-10-11	с. Красноселье, Тамбовская область, СССР			22	0	19
Ульрих фон Гуттен	1488-04-21	замок Штекельберг	1523-08-29	остров Уфенау	2	0	7
Роман Ким	1899-07-20	Владивосток	1967-05-14	Москва	28	1	37
Дин Кунц	1945-07-09	Эверетт, Пенсильвания			359	122	4275
Чез Боно	1969-03-04				0	0	0
Юрки Вайнонен	1963-02-01	Аньяланкоски, Финляндия			2	0	26
Сергей Таратута	1957-10-03	Москва, СССР			3	0	0
Энтони Хоровитц	1956-04-05	Великобритания			105	5	757
Глория Му	1973-10-30	Украина			11	5	732
Андрей Новиков-Ланской	1974-12-05	Москва, СССР			4	0	3
Борис Чулков	1932-03-01	Вологда, СССР	2014-05-10	Вологда, РФ	0	0	0
